t_s,q1_deg,q2_deg,q3_deg,q1d_dps,q2d_dps,q3d_dps,q1dd_dps2,q2dd_dps2,q3dd_dps2,ee_x_mm,ee_y_mm,ee_z_mm
0.0000,0.0000,120.4557,-135.2231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,122.8173,0.0000,109.2827
0.0100,0.0001,120.4557,-135.2229,0.0265,-0.0231,0.0598,5.2483,-4.5665,11.8413,122.8176,0.0002,109.2832
0.0200,0.0007,120.4551,-135.2215,0.1039,-0.0904,0.2344,10.1785,-8.8562,22.9649,122.8197,0.0015,109.2867
0.0300,0.0023,120.4537,-135.2178,0.2290,-0.1993,0.5168,14.7972,-12.8749,33.3855,122.8254,0.0050,109.2958
0.0400,0.0054,120.4510,-135.2108,0.3988,-0.3470,0.8998,19.1107,-16.6280,43.1178,122.8361,0.0116,109.3131
0.0500,0.0104,120.4467,-135.1995,0.6103,-0.5310,1.3769,23.1257,-20.1214,52.1763,122.8535,0.0224,109.3412
0.0600,0.0178,120.4403,-135.1830,0.8604,-0.7486,1.9412,26.8485,-23.3606,60.5758,122.8789,0.0381,109.3822
0.0700,0.0278,120.4316,-135.1604,1.1463,-0.9974,2.5862,30.2857,-26.3513,68.3308,122.9135,0.0596,109.4381
0.0800,0.0408,120.4202,-135.1310,1.4652,-1.2748,3.3057,33.4438,-29.0991,75.4561,122.9586,0.0876,109.5111
0.0900,0.0572,120.4060,-135.0941,1.8142,-1.5786,4.0933,36.3292,-31.6096,81.9662,123.0153,0.1227,109.6027
0.1000,0.0772,120.3886,-135.0490,2.1909,-1.9062,4.9430,38.9485,-33.8887,87.8759,123.0845,0.1658,109.7146
0.1100,0.1011,120.3678,-134.9950,2.5923,-2.2556,5.8489,41.3081,-35.9417,93.1997,123.1671,0.2173,109.8483
0.1200,0.1291,120.3434,-134.9318,3.0162,-2.6243,6.8051,43.4146,-37.7746,97.9523,123.2638,0.2777,110.0051
0.1300,0.1615,120.3153,-134.8588,3.4598,-3.0104,7.8061,45.2744,-39.3927,102.1484,123.3754,0.3477,110.1862
0.1400,0.1984,120.2832,-134.7756,3.9209,-3.4115,8.8463,46.8940,-40.8019,105.8026,123.5025,0.4276,110.3926
0.1500,0.2399,120.2470,-134.6818,4.3969,-3.8257,9.9204,48.2799,-42.0078,108.9295,123.6456,0.5178,110.6252
0.1600,0.2863,120.2066,-134.5771,4.8857,-4.2510,11.0232,49.4386,-43.0160,111.5438,123.8050,0.6187,110.8848
0.1700,0.3377,120.1619,-134.4612,5.3850,-4.6854,12.1496,50.3766,-43.8322,113.6601,123.9810,0.7307,111.1720
0.1800,0.3941,120.1129,-134.3340,5.8925,-5.1270,13.2947,51.1004,-44.4619,115.2932,124.1740,0.8540,111.4873
0.1900,0.4555,120.0594,-134.1953,6.4063,-5.5740,14.4539,51.6165,-44.9109,116.4575,124.3840,0.9890,111.8312
0.2000,0.5222,120.0014,-134.0449,6.9242,-6.0247,15.6224,51.9313,-45.1849,117.1678,124.6112,1.1357,112.2038
0.2100,0.5940,119.9389,-133.8828,7.4442,-6.4772,16.7958,52.0514,-45.2894,117.4388,124.8554,1.2945,112.6055
0.2200,0.6711,119.8718,-133.7090,7.9646,-6.9299,17.9697,51.9832,-45.2301,117.2850,125.1166,1.4655,113.0362
0.2300,0.7533,119.8003,-133.5234,8.4833,-7.3812,19.1401,51.7333,-45.0126,116.7211,125.3947,1.6488,113.4959
0.2400,0.8407,119.7242,-133.3262,8.9987,-7.8296,20.3028,51.3081,-44.6427,115.7618,125.6893,1.8445,113.9843
0.2500,0.9333,119.6437,-133.1174,9.5089,-8.2736,21.4541,50.7142,-44.1259,114.4217,126.0003,2.0526,114.5014
0.2600,1.0309,119.5588,-132.8972,10.0124,-8.7117,22.5901,49.9579,-43.4679,112.7155,126.3271,2.2732,115.0467
0.2700,1.1335,119.4695,-132.6657,10.5075,-9.1425,23.7072,49.0459,-42.6743,110.6577,126.6693,2.5063,115.6198
0.2800,1.2410,119.3759,-132.4231,10.9928,-9.5647,24.8021,47.9845,-41.7508,108.2631,127.0266,2.7518,116.2201
0.2900,1.3533,119.2782,-132.1697,11.4668,-9.9771,25.8714,46.7804,-40.7031,105.5463,127.3983,3.0097,116.8470
0.3000,1.4703,119.1764,-131.9058,11.9280,-10.3784,26.9120,45.4399,-39.5368,102.5219,127.7837,3.2799,117.4999
0.3100,1.5918,119.0707,-131.6316,12.3751,-10.7675,27.9209,43.9696,-38.2575,99.2045,128.1824,3.5622,118.1779
0.3200,1.7178,118.9611,-131.3475,12.8070,-11.1432,28.8952,42.3759,-36.8709,95.6090,128.5935,3.8565,118.8803
0.3300,1.8479,118.8479,-131.0538,13.2223,-11.5045,29.8322,40.6655,-35.3826,91.7497,129.0163,4.1625,119.6061
0.3400,1.9821,118.7311,-130.7510,13.6199,-11.8505,30.7293,38.8446,-33.7983,87.6415,129.4502,4.4801,120.3543
0.3500,2.1203,118.6109,-130.4393,13.9988,-12.1802,31.5842,36.9199,-32.1236,83.2990,129.8942,4.8090,121.1238
0.3600,2.2621,118.4876,-130.1194,14.3580,-12.4927,32.3946,34.8978,-30.3642,78.7368,130.3475,5.1488,121.9137
0.3700,2.4073,118.3611,-129.7916,14.6965,-12.7872,33.1583,32.7849,-28.5258,73.9695,130.8094,5.4993,122.7226
0.3800,2.5559,118.2319,-129.4564,15.0134,-13.0630,33.8733,30.5875,-26.6139,69.0119,131.2788,5.8601,123.5495
0.3900,2.7075,118.0999,-129.1143,15.3079,-13.3193,34.5379,28.3123,-24.6342,63.8784,131.7550,6.2308,124.3930
0.4000,2.8620,117.9656,-128.7658,15.5794,-13.5555,35.1504,25.9657,-22.5924,58.5839,132.2371,6.6109,125.2519
0.4100,3.0190,117.8289,-128.4115,15.8270,-13.7709,35.7091,23.5541,-20.4942,53.1429,132.7240,7.0000,126.1247
0.4200,3.1785,117.6902,-128.0518,16.0503,-13.9652,36.2128,21.0841,-18.3451,47.5701,133.2150,7.3976,127.0103
0.4300,3.3400,117.5497,-127.6874,16.2486,-14.1377,36.6601,18.5622,-16.1508,41.8802,133.7091,7.8032,127.9071
0.4400,3.5033,117.4075,-127.3188,16.4214,-14.2881,37.0500,15.9948,-13.9169,36.0877,134.2054,8.2162,128.8137
0.4500,3.6683,117.2640,-126.9466,16.5683,-14.4159,37.3816,13.3885,-11.6492,30.2073,134.7029,8.6360,129.7287
0.4600,3.8346,117.1193,-126.5714,16.6890,-14.5210,37.6539,10.7498,-9.3533,24.2537,135.2008,9.0621,130.6505
0.4700,4.0020,116.9736,-126.1937,16.7832,-14.6029,37.8665,8.0851,-7.0347,18.2416,135.6982,9.4937,131.5778
0.4800,4.1702,116.8273,-125.8143,16.8507,-14.6616,38.0186,5.4009,-4.6992,12.1855,136.1943,9.9302,132.5090
0.4900,4.3389,116.6805,-125.4336,16.8912,-14.6969,38.1101,2.7037,-2.3524,6.1001,136.6881,10.3710,133.4426
0.5000,4.5079,116.5334,-125.0523,16.9047,-14.7086,38.1406,0.0000,-0.0000,0.0000,137.1788,10.8153,134.3771
0.5100,4.6769,116.3864,-124.6710,16.8912,-14.6969,38.1101,-2.7037,2.3524,-6.1001,137.6657,11.2624,135.3110
0.5200,4.8457,116.2396,-124.2903,16.8507,-14.6616,38.0186,-5.4009,4.6992,-12.1855,138.1479,11.7115,136.2428
0.5300,5.0139,116.0932,-123.9108,16.7832,-14.6029,37.8665,-8.0851,7.0347,-18.2416,138.6247,12.1619,137.1709
0.5400,5.1812,115.9476,-123.5331,16.6890,-14.5210,37.6539,-10.7498,9.3533,-24.2537,139.0953,12.6127,138.0939
0.5500,5.3475,115.8029,-123.1579,16.5683,-14.4159,37.3816,-13.3885,11.6492,-30.2073,139.5591,13.0633,139.0104
0.5600,5.5125,115.6594,-122.7857,16.4214,-14.2881,37.0500,-15.9948,13.9169,-36.0877,140.0154,13.5128,139.9188
0.5700,5.6759,115.5172,-122.4171,16.2486,-14.1377,36.6601,-18.5622,16.1508,-41.8802,140.4635,13.9604,140.8178
0.5800,5.8374,115.3767,-122.0527,16.0503,-13.9652,36.2128,-21.0841,18.3451,-47.5701,140.9029,14.4053,141.7059
0.5900,5.9968,115.2380,-121.6930,15.8270,-13.7709,35.7091,-23.5541,20.4942,-53.1429,141.3330,14.8467,142.5818
0.6000,6.1539,115.1013,-121.3387,15.5794,-13.5555,35.1504,-25.9657,22.5924,-58.5839,141.7532,15.2838,143.4440
0.6100,6.3083,114.9669,-120.9902,15.3079,-13.3193,34.5379,-28.3123,24.6342,-63.8784,142.1631,15.7158,144.2915
0.6200,6.4599,114.8350,-120.6481,15.0134,-13.0630,33.8733,-30.5875,26.6139,-69.0119,142.5622,16.1420,145.1227
0.6300,6.6085,114.7057,-120.3129,14.6965,-12.7872,33.1583,-32.7849,28.5258,-73.9695,142.9501,16.5614,145.9366
0.6400,6.7538,114.5793,-119.9851,14.3580,-12.4927,32.3946,-34.8978,30.3642,-78.7368,143.3264,16.9734,146.7320
0.6500,6.8956,114.4560,-119.6652,13.9988,-12.1802,31.5842,-36.9199,32.1236,-83.2990,143.6908,17.3773,147.5077
0.6600,7.0337,114.3358,-119.3536,13.6199,-11.8505,30.7293,-38.8446,33.7983,-87.6415,144.0429,17.7723,148.2626
0.6700,7.1679,114.2190,-119.0507,13.2223,-11.5045,29.8322,-40.6655,35.3826,-91.7497,144.3825,18.1577,148.9958
0.6800,7.2981,114.1057,-118.7571,12.8070,-11.1432,28.8952,-42.3759,36.8709,-95.6090,144.7093,18.5328,149.7063
0.6900,7.4240,113.9962,-118.4729,12.3751,-10.7675,27.9209,-43.9696,38.2575,-99.2045,145.0232,18.8970,150.3932
0.7000,7.5455,113.8904,-118.1988,11.9280,-10.3784,26.9120,-45.4399,39.5368,-102.5219,145.3240,19.2498,151.0557
0.7100,7.6625,113.7887,-117.9348,11.4668,-9.9771,25.8714,-46.7804,40.7031,-105.5463,145.6114,19.5905,151.6929
0.7200,7.7748,113.6909,-117.6814,10.9928,-9.5647,24.8021,-47.9845,41.7508,-108.2631,145.8856,19.9186,152.3044
0.7300,7.8823,113.5974,-117.4389,10.5075,-9.1425,23.7072,-49.0459,42.6743,-110.6577,146.1463,20.2336,152.8893
0.7400,7.9850,113.5081,-117.2074,10.0124,-8.7117,22.5901,-49.9579,43.4679,-112.7155,146.3935,20.5351,153.4472
0.7500,8.0826,113.4232,-116.9871,9.5089,-8.2736,21.4541,-50.7142,44.1259,-114.4217,146.6273,20.8226,153.9777
0.7600,8.1751,113.3427,-116.7783,8.9987,-7.8296,20.3028,-51.3081,44.6427,-115.7618,146.8477,21.0960,154.4803
0.7700,8.2625,113.2666,-116.5811,8.4833,-7.3812,19.1401,-51.7333,45.0126,-116.7211,147.0546,21.3547,154.9548
0.7800,8.3448,113.1950,-116.3955,7.9646,-6.9299,17.9697,-51.9832,45.2301,-117.2850,147.2484,21.5987,155.4011
0.7900,8.4218,113.1280,-116.2217,7.4442,-6.4772,16.7958,-52.0514,45.2894,-117.4388,147.4289,21.8278,155.8189
0.8000,8.4937,113.0655,-116.0596,6.9242,-6.0247,15.6224,-51.9313,45.1849,-117.1678,147.5965,22.0417,156.2083
0.8100,8.5603,113.0075,-115.9093,6.4063,-5.5740,14.4539,-51.6165,44.9109,-116.4575,147.7514,22.2406,156.5695
0.8200,8.6218,112.9540,-115.7705,5.8925,-5.1270,13.2947,-51.1004,44.4619,-115.2932,147.8936,22.4243,156.9025
0.8300,8.6782,112.9050,-115.6433,5.3850,-4.6854,12.1496,-50.3766,43.8322,-113.6601,148.0235,22.5931,157.2078
0.8400,8.7295,112.8603,-115.5275,4.8857,-4.2510,11.0232,-49.4386,43.0160,-111.5438,148.1415,22.7469,157.4857
0.8500,8.7759,112.8199,-115.4228,4.3969,-3.8257,9.9204,-48.2799,42.0078,-108.9295,148.2477,22.8862,157.7368
0.8600,8.8175,112.7837,-115.3290,3.9209,-3.4115,8.8463,-46.8940,40.8019,-105.8026,148.3426,23.0110,157.9617
0.8700,8.8544,112.7516,-115.2457,3.4598,-3.0104,7.8061,-45.2744,39.3927,-102.1484,148.4266,23.1220,158.1612
0.8800,8.8868,112.7235,-115.1727,3.0162,-2.6243,6.8051,-43.4146,37.7746,-97.9523,148.5002,23.2193,158.3362
0.8900,8.9148,112.6991,-115.1095,2.5923,-2.2556,5.8489,-41.3081,35.9417,-93.1997,148.5637,23.3037,158.4877
0.9000,8.9387,112.6783,-115.0556,2.1909,-1.9062,4.9430,-38.9485,33.8887,-87.8759,148.6178,23.3757,158.6169
0.9100,8.9587,112.6609,-115.0104,1.8142,-1.5786,4.0933,-36.3292,31.6096,-81.9662,148.6630,23.4360,158.7250
0.9200,8.9751,112.6466,-114.9735,1.4652,-1.2748,3.3057,-33.4438,29.0991,-75.4561,148.7000,23.4854,158.8135
0.9300,8.9881,112.6353,-114.9441,1.1463,-0.9974,2.5862,-30.2857,26.3513,-68.3308,148.7294,23.5247,158.8839
0.9400,8.9981,112.6266,-114.9215,0.8604,-0.7486,1.9412,-26.8485,23.3606,-60.5758,148.7519,23.5549,158.9379
0.9500,9.0054,112.6202,-114.9050,0.6103,-0.5310,1.3769,-23.1257,20.1214,-52.1763,148.7684,23.5770,158.9775
0.9600,9.0104,112.6159,-114.8937,0.3988,-0.3470,0.8998,-19.1107,16.6280,-43.1178,148.7797,23.5921,159.0046
0.9700,9.0135,112.6132,-114.8867,0.2290,-0.1993,0.5168,-14.7972,12.8749,-33.3855,148.7867,23.6015,159.0213
0.9800,9.0152,112.6118,-114.8830,0.1039,-0.0904,0.2344,-10.1785,8.8562,-22.9649,148.7903,23.6064,159.0301
0.9900,9.0158,112.6112,-114.8816,0.0265,-0.0231,0.0598,-5.2483,4.5665,-11.8413,148.7917,23.6083,159.0334
1.0000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,148.7919,23.6085,159.0339
1.0100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.0900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.1900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.2900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.3900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.4900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.5900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.6900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.7900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.8900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9100,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9200,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9300,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9400,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9500,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9600,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9700,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9800,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
1.9900,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
2.0000,9.0159,112.6111,-114.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,148.7919,23.6085,159.0339
2.0100,9.0160,112.6107,-114.8817,0.0428,-0.1260,-0.0737,8.4661,-24.9483,-14.5848,148.7930,23.6091,159.0323
2.0200,9.0170,112.6078,-114.8834,0.1676,-0.4939,-0.2887,16.4191,-48.3846,-28.2856,148.8003,23.6129,159.0214
2.0300,9.0196,112.6001,-114.8879,0.3695,-1.0888,-0.6365,23.8695,-70.3397,-41.1206,148.8199,23.6230,158.9923
2.0400,9.0246,112.5853,-114.8965,0.6434,-1.8959,-1.1083,30.8278,-90.8445,-53.1077,148.8572,23.6422,158.9367
2.0500,9.0327,112.5615,-114.9105,0.9844,-2.9009,-1.6959,37.3043,-109.9299,-64.2650,148.9173,23.6733,158.8469
