t_s,q1_deg,q2_deg,q3_deg,q1d_dps,q2d_dps,q3d_dps,q1dd_dps2,q2dd_dps2,q3dd_dps2,ee_x_mm,ee_y_mm,ee_z_mm
0.0000,0.0000,120.4557,-135.2231,-0.0000,163.4167,79.3214,2.8778,-2576.6952,-206.5291,122.8173,0.0000,109.2827
0.0100,-0.0000,122.0899,-134.4299,0.0288,137.6497,77.2561,5.8194,-2361.7530,-256.0786,120.2165,0.0000,114.0307
0.0200,0.0003,123.4664,-133.6573,0.1164,116.1816,74.1998,11.6984,-1968.8561,-334.8763,117.8996,0.0006,118.3106
0.0300,0.0015,124.6282,-132.9153,0.2627,98.2726,70.5586,17.5210,-1644.6175,-378.7524,115.8357,0.0029,122.1702
0.0400,0.0041,125.6109,-132.2097,0.4668,83.2893,66.6248,23.1980,-1378.5188,-397.6419,113.9974,0.0081,125.6533
0.0500,0.0087,126.4438,-131.5435,0.7267,70.7022,62.6058,28.6535,-1160.6879,-398.9505,112.3613,0.0172,128.7993
0.0600,0.0160,127.1509,-130.9174,1.0399,60.0755,58.6458,33.8245,-982.4516,-388.1508,110.9064,0.0310,131.6442
0.0700,0.0264,127.7516,-130.3310,1.4032,51.0532,54.8427,38.6602,-836.4693,-369.2622,109.6145,0.0505,134.2205
0.0800,0.0404,128.2621,-129.7825,1.8131,43.3461,51.2605,43.1210,-716.6638,-345.2213,108.4697,0.0766,136.5576
0.0900,0.0586,128.6956,-129.2699,2.2656,36.7199,47.9383,47.1774,-618.0697,-318.1618,107.4580,0.1099,138.6819
0.1000,0.0812,129.0628,-128.7905,2.7566,30.9847,44.8973,50.8087,-536.6617,-289.6231,106.5669,0.1511,140.6174
0.1100,0.1088,129.3727,-128.3416,3.2818,25.9867,42.1459,54.0023,-469.1902,-260.7053,105.7856,0.2009,142.3856
0.1200,0.1416,129.6325,-127.9201,3.8367,21.6009,39.6832,56.7517,-413.0369,-232.1838,105.1043,0.2598,144.0061
0.1300,0.1800,129.8485,-127.5233,4.4168,17.7260,37.5022,59.0564,-366.0927,-204.5937,104.5144,0.3283,145.4964
0.1400,0.2242,130.0258,-127.1483,5.0178,14.2791,35.5913,60.9207,-326.6577,-178.2936,104.0084,0.4069,146.8722
0.1500,0.2743,130.1686,-126.7923,5.6352,11.1928,33.9363,62.3526,-293.3594,-153.5114,103.5794,0.4959,148.1476
0.1600,0.3307,130.2805,-126.4530,6.2649,8.4119,32.5211,63.3636,-265.0878,-130.3798,103.2213,0.5957,149.3355
0.1700,0.3933,130.3646,-126.1278,6.9025,5.8910,31.3287,63.9676,-240.9431,-108.9620,102.9287,0.7066,150.4473
0.1800,0.4624,130.4235,-125.8145,7.5442,3.5930,30.3419,64.1807,-220.1941,-89.2711,102.6967,0.8287,151.4931
0.1900,0.5378,130.4595,-125.5111,8.1861,1.4872,29.5433,64.0209,-202.2450,-71.2848,102.5208,0.9623,152.4823
0.2000,0.6197,130.4743,-125.2156,8.8246,-0.4519,28.9162,63.5073,-186.6090,-54.9562,102.3970,1.1075,153.4230
0.2100,0.7079,130.4698,-124.9265,9.4563,-2.2450,28.4442,62.6601,-172.8875,-40.2219,102.3219,1.2643,154.3224
0.2200,0.8025,130.4474,-124.6420,10.0778,-3.9096,28.1117,61.5003,-160.7532,-27.0079,102.2919,1.4328,155.1872
0.2300,0.9032,130.4083,-124.3609,10.6863,-5.4601,27.9040,60.0493,-149.9363,-15.2343,102.3042,1.6129,156.0232
0.2400,1.0101,130.3537,-124.0819,11.2788,-6.9083,27.8070,58.3291,-140.2144,-4.8182,102.3560,1.8047,156.8353
0.2500,1.1229,130.2846,-123.8038,11.8529,-8.2644,27.8076,56.3616,-131.4035,4.3234,102.4448,2.0080,157.6282
0.2600,1.2414,130.2020,-123.5257,12.4060,-9.5364,27.8935,54.1688,-123.3507,12.2725,102.5683,2.2227,158.4059
0.2700,1.3655,130.1066,-123.2468,12.9362,-10.7314,28.0531,51.7728,-115.9295,19.1087,102.7242,2.4486,159.1718
0.2800,1.4948,129.9993,-122.9663,13.4415,-11.8550,28.2757,49.1952,-109.0341,24.9083,102.9106,2.6855,159.9289
0.2900,1.6293,129.8807,-122.6835,13.9201,-12.9121,28.5513,46.4573,-102.5768,29.7440,103.1256,2.9333,160.6799
0.3000,1.7685,129.7516,-122.3980,14.3706,-13.9065,28.8706,43.5802,-96.4842,33.6844,103.3674,3.1915,161.4270
0.3100,1.9122,129.6125,-122.1093,14.7917,-14.8417,29.2249,40.5841,-90.6950,36.7944,103.6343,3.4599,162.1721
0.3200,2.0601,129.4641,-121.8170,15.1823,-15.7204,29.6064,37.4889,-85.1583,39.1346,103.9249,3.7383,162.9169
0.3300,2.2119,129.3069,-121.5210,15.5415,-16.5449,30.0076,34.3136,-79.8314,40.7617,104.2375,4.0261,163.6625
0.3400,2.3673,129.1415,-121.2209,15.8686,-17.3171,30.4217,31.0766,-74.6789,41.7288,104.5708,4.3231,164.4102
0.3500,2.5260,128.9683,-120.9167,16.1631,-18.0385,30.8422,27.7953,-69.6713,42.0852,104.9233,4.6288,165.1607
0.3600,2.6876,128.7879,-120.6083,16.4245,-18.7105,31.2634,24.4864,-64.7843,41.8770,105.2938,4.9428,165.9146
0.3700,2.8519,128.6008,-120.2956,16.6528,-19.3342,31.6798,21.1656,-59.9978,41.1471,105.6809,5.2646,166.6723
0.3800,3.0184,128.4075,-119.9788,16.8478,-19.9105,32.0863,17.8476,-55.2954,39.9355,106.0835,5.5938,167.4342
0.3900,3.1869,128.2084,-119.6580,17.0097,-20.4401,32.4785,14.5462,-50.6638,38.2796,106.5003,5.9299,168.2003
0.4000,3.3570,128.0040,-119.3332,17.1387,-20.9237,32.8519,11.2741,-46.0924,36.2143,106.9301,6.2723,168.9705
0.4100,3.5284,127.7947,-119.0047,17.2352,-21.3619,33.2028,8.0431,-41.5730,33.7723,107.3718,6.6205,169.7447
0.4200,3.7007,127.5811,-118.6726,17.2996,-21.7552,33.5274,4.8640,-37.0992,30.9846,107.8243,6.9741,170.5225
0.4300,3.8737,127.3635,-118.3374,17.3325,-22.1039,33.8224,1.7465,-32.6665,27.8800,108.2864,7.3323,171.3036
0.4400,4.0471,127.1425,-117.9991,17.3345,-22.4085,34.0850,-1.3007,-28.2716,24.4859,108.7571,7.6948,172.0875
0.4500,4.2204,126.9184,-117.6583,17.3065,-22.6694,34.3122,-4.2698,-23.9128,20.8285,109.2353,8.0608,172.8736
0.4600,4.3935,126.6917,-117.3152,17.2491,-22.8868,34.5015,-7.1539,-19.5894,16.9324,109.7199,8.4299,173.6612
0.4700,4.5660,126.4629,-116.9701,17.1634,-23.0611,34.6508,-9.9471,-15.3016,12.8214,110.2100,8.8014,174.4496
0.4800,4.7376,126.2323,-116.6236,17.0502,-23.1928,34.7580,-12.6443,-11.0506,8.5183,110.7045,9.1747,175.2381
0.4900,4.9081,126.0003,-116.2761,16.9105,-23.2822,34.8212,-15.2412,-6.8384,4.0450,111.2023,9.5492,176.0257
0.5000,5.0772,125.7675,-115.9278,16.7454,-23.3296,34.8389,-17.7344,-2.6675,-0.5771,111.7026,9.9244,176.8117
0.5100,5.2446,125.5342,-115.5795,16.5558,-23.3355,34.8096,-20.1210,1.4589,-5.3273,112.2043,10.2996,177.5950
0.5200,5.4102,125.3009,-115.2314,16.3430,-23.3004,34.7323,-22.3989,5.5369,-10.1852,112.7065,10.6742,178.3749
0.5300,5.5736,125.0678,-114.8840,16.1079,-23.2248,34.6059,-24.5667,9.5623,-15.1309,113.2082,11.0476,179.1502
0.5400,5.7347,124.8356,-114.5380,15.8516,-23.1092,34.4297,-26.6233,13.5303,-20.1448,113.7084,11.4192,179.9201
0.5500,5.8932,124.6045,-114.1937,15.5754,-22.9542,34.2030,-28.5684,17.4359,-25.2074,114.2064,11.7884,180.6834
0.5600,6.0490,124.3750,-113.8516,15.2803,-22.7604,33.9255,-30.4018,21.2733,-30.2994,114.7011,12.1547,181.4393
0.5700,6.2018,124.1474,-113.5124,14.9673,-22.5287,33.5970,-32.1238,25.0367,-35.4016,115.1918,12.5175,182.1866
0.5800,6.3515,123.9221,-113.1764,14.6378,-22.2597,33.2175,-33.7352,28.7198,-40.4948,115.6775,12.8761,182.9244
0.5900,6.4978,123.6995,-112.8442,14.2926,-21.9543,32.7871,-35.2368,32.3159,-45.5598,116.1575,13.2300,183.6517
0.6000,6.6408,123.4799,-112.5164,13.9330,-21.6134,32.3063,-36.6298,35.8183,-50.5774,116.6308,13.5787,184.3675
0.6100,6.7801,123.2638,-112.1933,13.5600,-21.2379,31.7756,-37.9153,39.2195,-55.5283,117.0968,13.9217,185.0707
0.6200,6.9157,123.0514,-111.8756,13.1747,-20.8290,31.1958,-39.0949,42.5122,-60.3930,117.5546,14.2583,185.7605
0.6300,7.0474,122.8431,-111.5636,12.7782,-20.3877,30.5677,-40.1698,45.6886,-65.1522,118.0036,14.5882,186.4358
0.6400,7.1752,122.6393,-111.2579,12.3713,-19.9152,29.8927,-41.1416,48.7406,-69.7862,118.4429,14.9108,187.0958
0.6500,7.2989,122.4401,-110.9590,11.9553,-19.4129,29.1720,-42.0115,51.6599,-74.2755,118.8720,15.2256,187.7396
0.6600,7.4185,122.2460,-110.6673,11.5311,-18.8820,28.4072,-42.7810,54.4381,-78.6002,119.2901,15.5322,188.3662
0.6700,7.5338,122.0572,-110.3832,11.0997,-18.3241,27.6000,-43.4511,57.0664,-82.7405,119.6967,15.8302,188.9750
0.6800,7.6448,121.8739,-110.1072,10.6621,-17.7407,26.7524,-44.0230,59.5360,-86.6766,120.0912,16.1192,189.5651
0.6900,7.7514,121.6965,-109.8397,10.2192,-17.1334,25.8665,-44.4974,61.8376,-90.3887,120.4730,16.3987,190.1358
0.7000,7.8536,121.5252,-109.5810,9.7721,-16.5039,24.9446,-44.8750,63.9621,-93.8567,120.8416,16.6685,190.6864
0.7100,7.9513,121.3601,-109.3316,9.3217,-15.8541,23.9893,-45.1560,65.9001,-97.0609,121.1966,16.9281,191.2162
0.7200,8.0446,121.2016,-109.0917,8.8690,-15.1859,23.0034,-45.3406,67.6419,-99.9815,121.5374,17.1774,191.7248
0.7300,8.1332,121.0497,-108.8616,8.4149,-14.5013,21.9897,-45.4283,69.1780,-102.5989,121.8638,17.4159,192.2115
0.7400,8.2174,120.9047,-108.6417,7.9604,-13.8024,20.9514,-45.4188,70.4987,-104.8937,122.1754,17.6436,192.6759
0.7500,8.2970,120.7667,-108.4322,7.5066,-13.0913,19.8918,-45.3108,71.5941,-106.8466,122.4718,17.8602,193.1176
0.7600,8.3721,120.6358,-108.2333,7.0542,-12.3705,18.8145,-45.1031,72.4544,-108.4386,122.7529,18.0654,193.5363
0.7700,8.4426,120.5121,-108.0452,6.6045,-11.6423,17.7231,-44.7938,73.0698,-109.6512,123.0185,18.2593,193.9316
0.7800,8.5086,120.3957,-107.8679,6.1584,-10.9091,16.6215,-44.3807,73.4304,-110.4660,123.2683,18.4416,194.3035
0.7900,8.5702,120.2866,-107.7017,5.7169,-10.1736,15.5138,-43.8612,73.5265,-110.8651,123.5023,18.6123,194.6518
0.8000,8.6274,120.1848,-107.5466,5.2811,-9.4386,14.4042,-43.2320,73.3482,-110.8311,123.7204,18.7715,194.9765
0.8100,8.6802,120.0904,-107.4025,4.8522,-8.7067,13.2971,-42.4896,72.8858,-110.3470,123.9228,18.9191,195.2775
0.8200,8.7287,120.0034,-107.2696,4.4313,-7.9809,12.1972,-41.6298,72.1296,-109.3965,124.1094,19.0551,195.5552
0.8300,8.7730,119.9236,-107.1476,4.0196,-7.2641,11.1092,-40.6482,71.0702,-107.9635,124.2804,19.1798,195.8096
0.8400,8.8132,119.8509,-107.0365,3.6184,-6.5595,10.0380,-39.5395,69.6980,-106.0328,124.4360,19.2932,196.0411
0.8500,8.8494,119.7853,-106.9361,3.2289,-5.8701,8.9885,-38.2982,68.0038,-103.5897,124.5764,19.3955,196.2501
0.8600,8.8817,119.7266,-106.8462,2.8524,-5.1994,7.9662,-36.9184,65.9782,-100.6198,124.7021,19.4871,196.4372
0.8700,8.9102,119.6746,-106.7666,2.4905,-4.5506,6.9761,-35.3935,63.6122,-97.1096,124.8134,19.5681,196.6028
0.8800,8.9351,119.6291,-106.6968,2.1445,-3.9271,6.0240,-33.7165,60.8968,-93.0460,124.9108,19.6390,196.7478
0.8900,8.9566,119.5899,-106.6366,1.8162,-3.3326,5.1152,-31.8801,57.8231,-88.4163,124.9948,19.7002,196.8730
0.9000,8.9748,119.5565,-106.5854,1.5069,-2.7707,4.2556,-29.8766,54.3823,-83.2086,125.0661,19.7520,196.9792
0.9100,8.9898,119.5288,-106.5429,1.2186,-2.2450,3.4511,-27.6979,50.5658,-77.4112,125.1253,19.7951,197.0676
0.9200,9.0020,119.5064,-106.5084,0.9530,-1.7594,2.7074,-25.3358,46.3648,-71.0126,125.1733,19.8300,197.1393
0.9300,9.0115,119.4888,-106.4813,0.7119,-1.3177,2.0308,-22.7816,41.7709,-64.0019,125.2109,19.8573,197.1955
0.9400,9.0187,119.4756,-106.4610,0.4974,-0.9239,1.4274,-20.0267,36.7756,-56.3682,125.2391,19.8777,197.2377
0.9500,9.0236,119.4664,-106.4467,0.3114,-0.5822,0.9034,-17.0625,31.3704,-48.1006,125.2588,19.8920,197.2674
0.9600,9.0267,119.4605,-106.4377,0.1561,-0.2965,0.4654,-13.8804,25.5469,-39.1884,125.2712,19.9010,197.2862
0.9700,9.0283,119.4576,-106.4330,0.0338,-0.0712,0.1197,-10.4722,19.2963,-29.6205,125.2775,19.9054,197.2960
0.9800,9.0286,119.4569,-106.4318,-0.0533,0.0894,-0.1270,-6.8299,12.6103,-19.3855,125.2789,19.9064,197.2986
0.9900,9.0281,119.4578,-106.4331,-0.1028,0.1810,-0.2680,-2.4746,4.5786,-7.0499,125.2770,19.9049,197.2960
1.0000,9.0271,119.4596,-106.4358,-0.1028,0.1810,-0.2680,0.0000,0.0000,0.0000,125.2730,19.9020,197.2906
1.0100,9.0260,119.4616,-106.4387,-0.1010,0.1791,-0.2668,1.0658,-1.8906,2.8170,125.2687,19.8988,197.2845
1.0200,9.0249,119.4634,-106.4414,-0.0909,0.1612,-0.2401,0.9594,-1.7015,2.5352,125.2649,19.8959,197.2791
1.0300,9.0240,119.4650,-106.4438,-0.0819,0.1451,-0.2161,0.8635,-1.5314,2.2816,125.2614,19.8933,197.2742
1.0400,9.0232,119.4664,-106.4460,-0.0737,0.1306,-0.1945,0.7773,-1.3782,2.0534,125.2582,19.8910,197.2697
1.0500,9.0225,119.4677,-106.4479,-0.0663,0.1175,-0.1750,0.6996,-1.2404,1.8480,125.2554,19.8889,197.2658
1.0600,9.0218,119.4689,-106.4497,-0.0597,0.1058,-0.1575,0.6297,-1.1163,1.6631,125.2529,19.8870,197.2622
1.0700,9.0212,119.4700,-106.4512,-0.0537,0.0952,-0.1418,0.5668,-1.0047,1.4968,125.2506,19.8853,197.2590
1.0800,9.0207,119.4709,-106.4527,-0.0483,0.0857,-0.1276,0.5102,-0.9042,1.3471,125.2485,19.8838,197.2561
1.0900,9.0202,119.4718,-106.4539,-0.0435,0.0771,-0.1148,0.4592,-0.8138,1.2123,125.2467,19.8824,197.2535
1.1000,9.0198,119.4725,-106.4551,-0.0392,0.0694,-0.1034,0.4133,-0.7324,1.0911,125.2450,19.8812,197.2511
1.1100,9.0194,119.4732,-106.4561,-0.0352,0.0624,-0.0930,0.3720,-0.6592,0.9819,125.2435,19.8800,197.2490
1.1200,9.0190,119.4739,-106.4570,-0.0317,0.0562,-0.0837,0.3348,-0.5932,0.8837,125.2422,19.8790,197.2471
1.1300,9.0187,119.4744,-106.4579,-0.0286,0.0506,-0.0753,0.3013,-0.5339,0.7954,125.2409,19.8781,197.2454
1.1400,9.0184,119.4749,-106.4586,-0.0257,0.0455,-0.0678,0.2712,-0.4805,0.7158,125.2398,19.8773,197.2439
1.1500,9.0182,119.4754,-106.4593,-0.0231,0.0410,-0.0610,0.2441,-0.4325,0.6442,125.2389,19.8766,197.2425
1.1600,9.0179,119.4758,-106.4599,-0.0208,0.0369,-0.0549,0.2197,-0.3892,0.5798,125.2380,19.8759,197.2412
1.1700,9.0177,119.4762,-106.4605,-0.0187,0.0332,-0.0494,0.1977,-0.3503,0.5218,125.2372,19.8753,197.2401
1.1800,9.0175,119.4765,-106.4610,-0.0169,0.0299,-0.0445,0.1780,-0.3153,0.4696,125.2365,19.8748,197.2391
1.1900,9.0174,119.4768,-106.4614,-0.0152,0.0269,-0.0400,0.1602,-0.2837,0.4227,125.2358,19.8743,197.2382
1.2000,9.0172,119.4771,-106.4618,-0.0137,0.0242,-0.0360,0.1442,-0.2554,0.3804,125.2352,19.8739,197.2374
1.2100,9.0171,119.4773,-106.4622,-0.0123,0.0218,-0.0324,0.1297,-0.2298,0.3423,125.2347,19.8735,197.2366
1.2200,9.0170,119.4775,-106.4625,-0.0111,0.0196,-0.0292,0.1168,-0.2068,0.3081,125.2342,19.8732,197.2360
1.2300,9.0168,119.4777,-106.4628,-0.0100,0.0176,-0.0263,0.1051,-0.1862,0.2773,125.2338,19.8728,197.2354
1.2400,9.0167,119.4779,-106.4630,-0.0090,0.0159,-0.0236,0.0946,-0.1675,0.2496,125.2334,19.8726,197.2348
1.2500,9.0167,119.4780,-106.4633,-0.0081,0.0143,-0.0213,0.0851,-0.1508,0.2246,125.2331,19.8723,197.2343
1.2600,9.0166,119.4782,-106.4635,-0.0073,0.0129,-0.0192,0.0766,-0.1357,0.2021,125.2328,19.8721,197.2339
1.2700,9.0165,119.4783,-106.4637,-0.0065,0.0116,-0.0172,0.0690,-0.1221,0.1819,125.2325,19.8719,197.2335
1.2800,9.0164,119.4784,-106.4639,-0.0059,0.0104,-0.0155,0.0621,-0.1099,0.1637,125.2323,19.8717,197.2332
1.2900,9.0164,119.4785,-106.4640,-0.0053,0.0094,-0.0140,0.0559,-0.0989,0.1474,125.2320,19.8715,197.2329
1.3000,9.0163,119.4786,-106.4642,-0.0048,0.0084,-0.0126,0.0503,-0.0890,0.1326,125.2318,19.8714,197.2326
1.3100,9.0163,119.4787,-106.4643,-0.0043,0.0076,-0.0113,0.0452,-0.0801,0.1194,125.2316,19.8712,197.2323
1.3200,9.0162,119.4788,-106.4644,-0.0039,0.0068,-0.0102,0.0407,-0.0721,0.1074,125.2315,19.8711,197.2321
1.3300,9.0162,119.4789,-106.4645,-0.0035,0.0061,-0.0092,0.0366,-0.0649,0.0967,125.2313,19.8710,197.2319
1.3400,9.0162,119.4789,-106.4646,-0.0031,0.0055,-0.0082,0.0330,-0.0584,0.0870,125.2312,19.8709,197.2317
1.3500,9.0161,119.4790,-106.4647,-0.0028,0.0050,-0.0074,0.0297,-0.0526,0.0783,125.2311,19.8708,197.2315
1.3600,9.0161,119.4790,-106.4647,-0.0025,0.0045,-0.0067,0.0267,-0.0473,0.0705,125.2310,19.8707,197.2314
1.3700,9.0161,119.4791,-106.4648,-0.0023,0.0040,-0.0060,0.0240,-0.0426,0.0634,125.2309,19.8706,197.2312
1.3800,9.0161,119.4791,-106.4649,-0.0021,0.0036,-0.0054,0.0216,-0.0383,0.0571,125.2308,19.8706,197.2311
1.3900,9.0160,119.4791,-106.4649,-0.0018,0.0033,-0.0049,0.0195,-0.0345,0.0514,125.2307,19.8705,197.2310
1.4000,9.0160,119.4792,-106.4650,-0.0017,0.0029,-0.0044,0.0175,-0.0310,0.0462,125.2306,19.8705,197.2309
1.4100,9.0160,119.4792,-106.4650,-0.0015,0.0026,-0.0039,0.0158,-0.0279,0.0416,125.2306,19.8704,197.2308
1.4200,9.0160,119.4792,-106.4651,-0.0013,0.0024,-0.0035,0.0142,-0.0251,0.0375,125.2305,19.8704,197.2307
1.4300,9.0160,119.4793,-106.4651,-0.0012,0.0021,-0.0032,0.0128,-0.0226,0.0337,125.2305,19.8703,197.2307
1.4400,9.0160,119.4793,-106.4651,-0.0011,0.0019,-0.0029,0.0115,-0.0204,0.0303,125.2304,19.8703,197.2306
1.4500,9.0159,119.4793,-106.4652,-0.0010,0.0017,-0.0026,0.0104,-0.0183,0.0273,125.2304,19.8703,197.2305
1.4600,9.0159,119.4793,-106.4652,-0.0009,0.0016,-0.0023,0.0093,-0.0165,0.0246,125.2303,19.8703,197.2305
1.4700,9.0159,119.4793,-106.4652,-0.0008,0.0014,-0.0021,0.0084,-0.0148,0.0221,125.2303,19.8702,197.2304
1.4800,9.0159,119.4793,-106.4652,-0.0007,0.0013,-0.0019,0.0075,-0.0134,0.0199,125.2303,19.8702,197.2304
1.4900,9.0159,119.4794,-106.4652,-0.0006,0.0011,-0.0017,0.0068,-0.0120,0.0179,125.2302,19.8702,197.2303
1.5000,9.0159,119.4794,-106.4653,-0.0006,0.0010,-0.0015,0.0061,-0.0108,0.0161,125.2302,19.8702,197.2303
1.5100,9.0159,119.4794,-106.4653,-0.0005,0.0009,-0.0014,0.0055,-0.0097,0.0145,125.2302,19.8701,197.2303
1.5200,9.0159,119.4794,-106.4653,-0.0005,0.0008,-0.0012,0.0050,-0.0088,0.0131,125.2302,19.8701,197.2303
1.5300,9.0159,119.4794,-106.4653,-0.0004,0.0007,-0.0011,0.0045,-0.0079,0.0118,125.2302,19.8701,197.2302
1.5400,9.0159,119.4794,-106.4653,-0.0004,0.0007,-0.0010,0.0040,-0.0071,0.0106,125.2301,19.8701,197.2302
1.5500,9.0159,119.4794,-106.4653,-0.0003,0.0006,-0.0009,0.0036,-0.0064,0.0095,125.2301,19.8701,197.2302
1.5600,9.0159,119.4794,-106.4653,-0.0003,0.0005,-0.0008,0.0032,-0.0058,0.0086,125.2301,19.8701,197.2302
1.5700,9.0159,119.4794,-106.4653,-0.0003,0.0005,-0.0007,0.0029,-0.0052,0.0077,125.2301,19.8701,197.2301
1.5800,9.0159,119.4794,-106.4653,-0.0002,0.0004,-0.0007,0.0026,-0.0047,0.0069,125.2301,19.8701,197.2301
1.5900,9.0159,119.4794,-106.4654,-0.0002,0.0004,-0.0006,0.0024,-0.0042,0.0062,125.2301,19.8701,197.2301
1.6000,9.0159,119.4794,-106.4654,-0.0002,0.0004,-0.0005,0.0021,-0.0038,0.0056,125.2301,19.8701,197.2301
1.6100,9.0159,119.4794,-106.4654,-0.0002,0.0003,-0.0005,0.0019,-0.0034,0.0051,125.2301,19.8701,197.2301
1.6200,9.0159,119.4794,-106.4654,-0.0002,0.0003,-0.0004,0.0017,-0.0031,0.0046,125.2301,19.8700,197.2301
1.6300,9.0159,119.4794,-106.4654,-0.0001,0.0003,-0.0004,0.0016,-0.0028,0.0041,125.2301,19.8700,197.2301
1.6400,9.0159,119.4794,-106.4654,-0.0001,0.0002,-0.0003,0.0014,-0.0025,0.0037,125.2301,19.8700,197.2301
1.6500,9.0159,119.4794,-106.4654,-0.0001,0.0002,-0.0003,0.0013,-0.0022,0.0033,125.2300,19.8700,197.2301
1.6600,9.0159,119.4795,-106.4654,-0.0001,0.0002,-0.0003,0.0011,-0.0020,0.0030,125.2300,19.8700,197.2301
1.6700,9.0159,119.4795,-106.4654,-0.0001,0.0002,-0.0003,0.0010,-0.0018,0.0027,125.2300,19.8700,197.2301
1.6800,9.0159,119.4795,-106.4654,-0.0001,0.0002,-0.0002,0.0009,-0.0016,0.0024,125.2300,19.8700,197.2300
1.6900,9.0159,119.4795,-106.4654,-0.0001,0.0001,-0.0002,0.0008,-0.0015,0.0022,125.2300,19.8700,197.2300
1.7000,9.0159,119.4795,-106.4654,-0.0001,0.0001,-0.0002,0.0007,-0.0013,0.0020,125.2300,19.8700,197.2300
1.7100,9.0159,119.4795,-106.4654,-0.0001,0.0001,-0.0002,0.0007,-0.0012,0.0018,125.2300,19.8700,197.2300
1.7200,9.0159,119.4795,-106.4654,-0.0001,0.0001,-0.0002,0.0006,-0.0011,0.0016,125.2300,19.8700,197.2300
1.7300,9.0159,119.4795,-106.4654,-0.0001,0.0001,-0.0001,0.0005,-0.0010,0.0014,125.2300,19.8700,197.2300
1.7400,9.0159,119.4795,-106.4654,-0.0000,0.0001,-0.0001,0.0005,-0.0009,0.0013,125.2300,19.8700,197.2300
1.7500,9.0159,119.4795,-106.4654,-0.0000,0.0001,-0.0001,0.0004,-0.0008,0.0012,125.2300,19.8700,197.2300
1.7600,9.0159,119.4795,-106.4654,-0.0000,0.0001,-0.0001,0.0004,-0.0007,0.0010,125.2300,19.8700,197.2300
1.7700,9.0159,119.4795,-106.4654,-0.0000,0.0001,-0.0001,0.0004,-0.0006,0.0009,125.2300,19.8700,197.2300
1.7800,9.0159,119.4795,-106.4654,-0.0000,0.0001,-0.0001,0.0003,-0.0006,0.0008,125.2300,19.8700,197.2300
1.7900,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0001,0.0003,-0.0005,0.0008,125.2300,19.8700,197.2300
1.8000,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0001,0.0003,-0.0005,0.0007,125.2300,19.8700,197.2300
1.8100,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0001,0.0002,-0.0004,0.0006,125.2300,19.8700,197.2300
1.8200,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0001,0.0002,-0.0004,0.0006,125.2300,19.8700,197.2300
1.8300,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0002,-0.0003,0.0005,125.2300,19.8700,197.2300
1.8400,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0002,-0.0003,0.0004,125.2300,19.8700,197.2300
1.8500,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0002,-0.0003,0.0004,125.2300,19.8700,197.2300
1.8600,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0002,0.0004,125.2300,19.8700,197.2300
1.8700,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0002,0.0003,125.2300,19.8700,197.2300
1.8800,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0002,0.0003,125.2300,19.8700,197.2300
1.8900,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0002,0.0003,125.2300,19.8700,197.2300
1.9000,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0002,0.0002,125.2300,19.8700,197.2300
1.9100,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0001,0.0002,125.2300,19.8700,197.2300
1.9200,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0001,0.0002,125.2300,19.8700,197.2300
1.9300,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0001,0.0002,125.2300,19.8700,197.2300
1.9400,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0001,0.0002,125.2300,19.8700,197.2300
1.9500,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0001,-0.0001,0.0001,125.2300,19.8700,197.2300
1.9600,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,125.2300,19.8700,197.2300
1.9700,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,125.2300,19.8700,197.2300
1.9800,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0000,-0.0001,0.0001,125.2300,19.8700,197.2300
1.9900,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0000,-0.0000,0.0000,125.2300,19.8700,197.2300
2.0000,9.0159,119.4795,-106.4654,-0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,125.2300,19.8700,197.2300
