q1_deg,q2_deg,q3_deg
37.2600,69.9176,-140.4489
37.9562,69.9259,-140.4750
38.6604,69.9344,-140.5013
39.3715,69.9429,-140.5279
40.0884,69.9515,-140.5548
40.8099,69.9601,-140.5818
41.5349,69.9688,-140.6089
42.2622,69.9775,-140.6361
42.9906,69.9862,-140.6634
43.7191,69.9949,-140.6907
44.4464,70.0037,-140.7179
45.1714,70.0123,-140.7450
45.8929,70.0210,-140.7721
46.6098,70.0296,-140.7989
47.3209,70.0381,-140.8255
48.0251,70.0465,-140.8519
48.7213,70.0549,-140.8779
49.4084,70.0631,-140.9037
50.0854,70.0712,-140.9290
50.7511,70.0792,-140.9539
51.4047,70.0870,-140.9784
52.0451,70.0947,-141.0024
52.6714,70.1022,-141.0258
53.2826,70.1095,-141.0487
53.8779,70.1166,-141.0710
54.4565,70.1236,-141.0926
55.0175,70.1303,-141.1136
55.5603,70.1368,-141.1339
56.0842,70.1430,-141.1536
56.5884,70.1491,-141.1724
57.0725,70.1549,-141.1906
57.5359,70.1604,-141.2079
57.9782,70.1657,-141.2245
58.3990,70.1708,-141.2402
58.7979,70.1756,-141.2551
59.1747,70.1801,-141.2693
59.5292,70.1843,-141.2825
59.8613,70.1883,-141.2950
60.1709,70.1920,-141.3065
60.4582,70.1954,-141.3173
60.7233,70.1986,-141.3272
60.9663,70.2015,-141.3363
61.1876,70.2042,-141.3446
61.3876,70.2066,-141.3521
61.5669,70.2087,-141.3588
61.7259,70.2106,-141.3648
61.8654,70.2123,-141.3700
61.9862,70.2137,-141.3745
62.0892,70.2150,-141.3784
62.1754,70.2160,-141.3816
62.2460,70.2169,-141.3842
62.3022,70.2175,-141.3863
62.3453,70.2180,-141.3879
62.3768,70.2184,-141.3891
62.3984,70.2187,-141.3899
62.4118,70.2188,-141.3904
62.4188,70.2189,-141.3907
62.4215,70.2190,-141.3908
62.4218,70.2190,-141.3908
62.4218,70.2187,-141.3908
62.4218,70.2166,-141.3910
62.4218,70.2110,-141.3914
62.4218,70.2003,-141.3921
62.4218,70.1830,-141.3933
62.4218,70.1579,-141.3951
62.4218,70.1234,-141.3975
62.4218,70.0786,-141.4007
62.4218,70.0223,-141.4047
62.4218,69.9535,-141.4095
62.4218,69.8713,-141.4153
62.4218,69.7749,-141.4221
62.4218,69.6636,-141.4300
62.4218,69.5367,-141.4390
62.4218,69.3937,-141.4491
62.4218,69.2341,-141.4603
62.4218,69.0575,-141.4728
62.4218,68.8635,-141.4865
62.4218,68.6520,-141.5014
62.4218,68.4228,-141.5176
62.4218,68.1757,-141.5350
62.4218,67.9106,-141.5537
62.4218,67.6278,-141.5737
62.4218,67.3271,-141.5949
62.4218,67.0088,-141.6174
62.4218,66.6730,-141.6411
62.4218,66.3201,-141.6660
62.4218,65.9503,-141.6921
62.4218,65.5640,-141.7193
62.4218,65.1616,-141.7477
62.4218,64.7436,-141.7772
62.4218,64.3104,-141.8078
62.4218,63.8627,-141.8394
62.4218,63.4010,-141.8720
62.4218,62.9260,-141.9055
62.4218,62.4382,-141.9399
62.4218,61.9385,-141.9752
62.4218,61.4274,-142.0113
62.4218,60.9059,-142.0481
62.4218,60.3746,-142.0856
62.4218,59.8344,-142.1237
62.4218,59.2861,-142.1624
62.4218,58.7305,-142.2016
62.4218,58.1686,-142.2413
62.4218,57.6012,-142.2813
62.4218,57.0291,-142.3217
62.4218,56.4534,-142.3623
62.4218,55.8748,-142.4031
62.4218,55.2945,-142.4441
62.4218,54.7131,-142.4851
62.4218,54.1318,-142.5262
62.4218,53.5514,-142.5671
62.4218,52.9729,-142.6079
62.4218,52.3972,-142.6486
62.4218,51.8251,-142.6890
62.4218,51.2577,-142.7290
62.4218,50.6957,-142.7687
62.4218,50.1402,-142.8079
62.4218,49.5919,-142.8466
62.4218,49.0517,-142.8847
62.4218,48.5204,-142.9222
62.4218,47.9988,-142.9590
62.4218,47.4878,-142.9951
62.4218,46.9881,-143.0303
62.4218,46.5003,-143.0648
62.4218,46.0253,-143.0983
62.4218,45.5636,-143.1309
62.4218,45.1159,-143.1625
62.4218,44.6827,-143.1930
62.4218,44.2647,-143.2225
62.4218,43.8623,-143.2509
62.4218,43.4760,-143.2782
62.4218,43.1062,-143.3043
62.4218,42.7533,-143.3292
62.4218,42.4175,-143.3529
62.4218,42.0992,-143.3754
62.4218,41.7985,-143.3966
62.4218,41.5156,-143.4165
62.4218,41.2506,-143.4353
62.4218,41.0035,-143.4527
62.4218,40.7743,-143.4689
62.4218,40.5628,-143.4838
62.4218,40.3688,-143.4975
62.4218,40.1922,-143.5099
62.4218,40.0326,-143.5212
62.4218,39.8896,-143.5313
62.4218,39.7627,-143.5403
62.4218,39.6514,-143.5481
62.4218,39.5550,-143.5549
62.4218,39.4728,-143.5607
62.4218,39.4040,-143.5656
62.4218,39.3477,-143.5696
62.4218,39.3028,-143.5727
62.4218,39.2684,-143.5751
62.4218,39.2432,-143.5769
62.4218,39.2260,-143.5781
62.4218,39.2153,-143.5789
62.4218,39.2097,-143.5793
62.4218,39.2076,-143.5794
62.4218,39.2073,-143.5795
62.4218,39.2076,-143.5794
62.4218,39.2097,-143.5793
62.4218,39.2153,-143.5789
62.4218,39.2260,-143.5781
62.4218,39.2432,-143.5769
62.4218,39.2684,-143.5751
62.4218,39.3028,-143.5727
62.4218,39.3477,-143.5696
62.4218,39.4040,-143.5656
62.4218,39.4728,-143.5607
62.4218,39.5550,-143.5549
62.4218,39.6514,-143.5481
62.4218,39.7627,-143.5403
62.4218,39.8896,-143.5313
62.4218,40.0326,-143.5212
62.4218,40.1922,-143.5099
62.4218,40.3688,-143.4975
62.4218,40.5628,-143.4838
62.4218,40.7743,-143.4689
62.4218,41.0035,-143.4527
62.4218,41.2506,-143.4353
62.4218,41.5156,-143.4165
62.4218,41.7985,-143.3966
62.4218,42.0992,-143.3754
62.4218,42.4175,-143.3529
62.4218,42.7533,-143.3292
62.4218,43.1062,-143.3043
62.4218,43.4760,-143.2782
62.4218,43.8623,-143.2509
62.4218,44.2647,-143.2225
62.4218,44.6827,-143.1930
62.4218,45.1159,-143.1625
62.4218,45.5636,-143.1309
62.4218,46.0253,-143.0983
62.4218,46.5003,-143.0648
62.4218,46.9881,-143.0303
62.4218,47.4878,-142.9951
62.4218,47.9988,-142.9590
62.4218,48.5204,-142.9222
62.4218,49.0517,-142.8847
62.4218,49.5919,-142.8466
62.4218,50.1402,-142.8079
62.4218,50.6957,-142.7687
62.4218,51.2577,-142.7290
62.4218,51.8251,-142.6890
62.4218,52.3972,-142.6486
62.4218,52.9729,-142.6079
62.4218,53.5514,-142.5671
62.4218,54.1318,-142.5262
62.4218,54.7131,-142.4851
62.4218,55.2945,-142.4441
62.4218,55.8748,-142.4031
62.4218,56.4534,-142.3623
62.4218,57.0291,-142.3217
62.4218,57.6012,-142.2813
62.4218,58.1686,-142.2413
62.4218,58.7305,-142.2016
62.4218,59.2861,-142.1624
62.4218,59.8344,-142.1237
62.4218,60.3746,-142.0856
62.4218,60.9059,-142.0481
62.4218,61.4274,-142.0113
62.4218,61.9385,-141.9752
62.4218,62.4382,-141.9399
62.4218,62.9260,-141.9055
62.4218,63.4010,-141.8720
62.4218,63.8627,-141.8394
62.4218,64.3104,-141.8078
62.4218,64.7436,-141.7772
62.4218,65.1616,-141.7477
62.4218,65.5640,-141.7193
62.4218,65.9503,-141.6921
62.4218,66.3201,-141.6660
62.4218,66.6730,-141.6411
62.4218,67.0088,-141.6174
62.4218,67.3271,-141.5949
62.4218,67.6278,-141.5737
62.4218,67.9106,-141.5537
62.4218,68.1757,-141.5350
62.4218,68.4228,-141.5176
62.4218,68.6520,-141.5014
62.4218,68.8635,-141.4865
62.4218,69.0575,-141.4728
62.4218,69.2341,-141.4603
62.4218,69.3937,-141.4491
62.4218,69.5367,-141.4390
62.4218,69.6636,-141.4300
62.4218,69.7749,-141.4221
62.4218,69.8713,-141.4153
62.4218,69.9535,-141.4095
62.4218,70.0223,-141.4047
62.4218,70.0786,-141.4007
62.4218,70.1234,-141.3975
62.4218,70.1579,-141.3951
62.4218,70.1830,-141.3933
62.4218,70.2003,-141.3921
62.4218,70.2110,-141.3914
62.4218,70.2166,-141.3910
62.4218,70.2187,-141.3908
62.4218,70.2190,-141.3908
62.4213,70.2194,-141.3905
62.4177,70.2222,-141.3888
62.4081,70.2299,-141.3840
62.3897,70.2445,-141.3749
62.3600,70.2681,-141.3602
62.3166,70.3025,-141.3388
62.2574,70.3495,-141.3094
62.1802,70.4108,-141.2712
62.0832,70.4878,-141.2233
61.9647,70.5819,-141.1646
61.8231,70.6942,-141.0946
61.6571,70.8260,-141.0125
61.4654,70.9782,-140.9176
61.2469,71.1516,-140.8095
61.0006,71.3472,-140.6877
60.7257,71.5654,-140.5517
60.4216,71.8068,-140.4012
60.0876,72.0719,-140.2360
59.7234,72.3610,-140.0558
59.3286,72.6744,-139.8605
58.9030,73.0123,-139.6500
58.4466,73.3745,-139.4242
57.9595,73.7613,-139.1832
57.4417,74.1723,-138.9270
56.8935,74.6074,-138.6558
56.3153,75.0664,-138.3698
55.7075,75.5489,-138.0691
55.0706,76.0545,-137.7540
54.4054,76.5826,-137.4249
53.7124,77.1326,-137.0821
52.9925,77.7041,-136.7260
52.2466,78.2962,-136.3569
51.4756,78.9083,-135.9755
50.6805,79.5394,-135.5822
49.8624,80.1888,-135.1774
49.0224,80.8556,-134.7619
48.1618,81.5388,-134.3361
47.2817,82.2374,-133.9007
46.3836,82.9504,-133.4564
45.4686,83.6767,-133.0038
44.5383,84.4151,-132.5435
43.5941,85.1647,-132.0764
42.6373,85.9242,-131.6031
41.6696,86.6924,-131.1243
40.6924,87.4681,-130.6409
39.7072,88.2501,-130.1535
38.7157,89.0372,-129.6630
37.7194,89.8281,-129.1701
36.7199,90.6215,-128.6756
35.7188,91.4162,-128.1804
34.7178,92.2109,-127.6851
33.7183,93.0043,-127.1907
32.7220,93.7952,-126.6978
31.7305,94.5822,-126.2073
30.7453,95.3642,-125.7199
29.7681,96.1400,-125.2365
28.8004,96.9082,-124.7577
27.8436,97.6677,-124.2844
26.8994,98.4172,-123.8172
25.9691,99.1557,-123.3570
25.0541,99.8820,-122.9044
24.1560,100.5950,-122.4600
23.2759,101.2936,-122.0247
22.4153,101.9768,-121.5989
21.5753,102.6435,-121.1833
20.7572,103.2929,-120.7786
19.9621,103.9241,-120.3853
19.1911,104.5361,-120.0038
18.4452,105.1283,-119.6348
17.7253,105.6997,-119.2787
17.0323,106.2498,-118.9359
16.3671,106.7779,-118.6067
15.7302,107.2834,-118.2917
15.1224,107.7659,-117.9910
14.5442,108.2249,-117.7049
13.9960,108.6601,-117.4337
13.4782,109.0711,-117.1776
12.9911,109.4578,-116.9366
12.5347,109.8201,-116.7108
12.1091,110.1579,-116.5003
11.7143,110.4713,-116.3050
11.3501,110.7605,-116.1248
11.0161,111.0256,-115.9595
10.7120,111.2670,-115.8091
10.4371,111.4852,-115.6731
10.1908,111.6807,-115.5512
9.9723,111.8542,-115.4431
9.7806,112.0064,-115.3483
9.6146,112.1381,-115.2662
9.4730,112.2505,-115.1961
9.3545,112.3446,-115.1375
9.2575,112.4216,-115.0895
9.1803,112.4828,-115.0513
9.1211,112.5299,-115.0220
9.0777,112.5643,-115.0006
9.0480,112.5879,-114.9859
9.0296,112.6025,-114.9768
9.0200,112.6101,-114.9720
9.0164,112.6130,-114.9702
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
9.0159,112.6134,-114.9700
